iter	Passed	Remaining
201	2467	4860
202	2480	4851
203	2492	4839
204	2506	4828
205	2519	4818
206	2532	4808
207	2555	4816
208	2571	4810
209	2585	4800
210	2599	4793
211	2614	4785
212	2629	4778
213	2644	4770
214	2657	4759
215	2670	4748
216	2684	4738
217	2697	4727
218	2711	4716
219	2723	4704
220	2736	4693
221	2750	4682
222	2762	4670
223	2776	4660
224	2788	4648
225	2802	4638
226	2815	4627
227	2829	4616
228	2843	4606
229	2855	4593
230	2868	4582
231	2882	4571
232	2895	4561
233	2909	4550
234	2921	4537
235	2934	4525
236	2947	4514
237	2960	4503
238	2973	4491
239	2986	4479
240	2998	4466
241	3011	4455
242	3024	4443
243	3037	4431
244	3049	4418
245	3060	4404
246	3073	4392
247	3085	4379
248	3097	4366
249	3110	4354
250	3122	4341
251	3133	4327
252	3145	4314
253	3157	4301
254	3170	4289
255	3182	4276
256	3195	4264
257	3207	4252
258	3219	4238
259	3231	4226
260	3244	4213
261	3256	4201
262	3268	4188
263	3280	4175
264	3292	4162
265	3304	4148
266	3316	4135
267	3328	4123
268	3341	4111
269	3352	4097
270	3364	4084
271	3375	4070
272	3388	4058
273	3400	4046
274	3412	4033
275	3424	4020
276	3436	4007
277	3449	3995
278	3462	3983
279	3475	3971
280	3488	3960
281	3500	3947
282	3512	3935
283	3525	3922
284	3538	3910
285	3550	3898
286	3564	3887
287	3577	3875
288	3592	3866
289	3606	3855
290	3618	3842
291	3631	3830
292	3644	3819
293	3658	3807
294	3672	3796
295	3684	3784
296	3697	3772
297	3710	3760
298	3724	3748
299	3737	3737
300	3749	3724
301	3763	3713
302	3776	3701
303	3789	3689
304	3802	3678
305	3815	3665
306	3829	3654
307	3842	3642
308	3855	3630
309	3867	3618
310	3879	3605
311	3893	3594
312	3906	3581
313	3918	3569
314	3930	3556
315	3943	3543
316	3954	3530
317	3966	3517
318	3978	3504
319	3991	3492
320	4003	3479
321	4015	3466
322	4027	3453
323	4040	3441
324	4052	3428
325	4064	3416
326	4076	3403
327	4088	3390
328	4100	3377
329	4112	3364
330	4124	3352
331	4137	3339
332	4148	3326
333	4160	3313
334	4172	3300
335	4185	3288
336	4197	3275
337	4209	3263
338	4221	3250
339	4234	3237
340	4246	3225
341	4258	3212
342	4270	3199
343	4282	3187
344	4294	3174
345	4306	3161
346	4319	3149
347	4331	3136
348	4343	3124
349	4355	3111
350	4368	3098
351	4380	3086
352	4392	3073
353	4404	3061
354	4417	3048
355	4430	3036
356	4442	3024
357	4454	3011
358	4466	2998
359	4479	2986
360	4491	2973
361	4502	2960
362	4514	2947
363	4527	2935
364	4539	2922
365	4551	2909
366	4563	2897
367	4575	2884
368	4587	2872
369	4599	2859
370	4612	2846
371	4623	2834
372	4635	2821
373	4648	2808
374	4659	2795
375	4671	2782
376	4682	2769
377	4695	2757
378	4706	2744
379	4718	2731
380	4730	2718
381	4742	2706
382	4754	2693
383	4766	2680
384	4777	2668
385	4790	2655
386	4802	2643
387	4814	2630
388	4827	2618
389	4838	2605
390	4850	2592
391	4863	2580
392	4876	2568
393	4888	2555
394	4900	2543
395	4911	2530
396	4923	2517
397	4935	2505
398	4948	2492
399	4960	2480
400	4973	2468
401	4985	2455
402	4997	2442
403	5009	2430
404	5021	2417
405	5033	2405
406	5044	2392
407	5057	2379
408	5069	2367
409	5081	2354
410	5094	2342
411	5105	2329
412	5118	2317
413	5130	2305
414	5142	2292
415	5154	2280
416	5167	2267
417	5179	2255
418	5191	2242
419	5204	2230
420	5216	2217
421	5228	2205
422	5240	2192
423	5252	2180
424	5264	2167
425	5276	2155
426	5288	2142
427	5300	2130
428	5312	2117
429	5324	2105
430	5336	2092
431	5348	2079
432	5361	2067
433	5373	2055
434	5385	2042
435	5397	2030
436	5408	2017
437	5422	2005
438	5434	1992
439	5446	1980
440	5458	1968
441	5470	1955
442	5482	1942
443	5494	1930
444	5506	1918
445	5518	1905
446	5530	1892
447	5542	1880
448	5554	1868
449	5567	1855
450	5578	1843
451	5591	1830
452	5604	1818
453	5616	1806
454	5628	1793
455	5639	1781
456	5651	1768
457	5664	1756
458	5676	1743
459	5688	1731
460	5700	1718
461	5712	1706
462	5723	1693
463	5735	1681
464	5748	1668
465	5760	1656
466	5771	1643
467	5783	1631
468	5796	1618
469	5808	1606
470	5820	1594
471	5831	1581
472	5843	1569
473	5856	1556
474	5869	1544
475	5881	1532
476	5894	1519
477	5905	1507
478	5918	1494
479	5929	1482
480	5941	1469
481	5954	1457
482	5966	1445
483	5978	1432
484	5991	1420
485	6002	1408
486	6014	1395
487	6026	1383
488	6038	1370
489	6050	1358
490	6062	1345
491	6075	1333
492	6086	1320
493	6098	1308
494	6110	1296
495	6122	1283
496	6135	1271
497	6147	1259
498	6159	1246
499	6171	1234
500	6184	1222
501	6196	1209
502	6208	1197
503	6220	1184
504	6232	1172
505	6244	1159
506	6256	1147
507	6268	1135
508	6280	1122
509	6292	1110
510	6304	1098
511	6316	1085
512	6329	1073
513	6341	1060
514	6353	1048
515	6365	1036
516	6378	1023
517	6389	1011
518	6401	999
519	6414	986
520	6426	974
521	6438	962
522	6450	949
523	6462	937
524	6475	925
525	6488	912
526	6500	900
527	6512	888
528	6524	875
529	6536	863
530	6548	850
531	6560	838
532	6572	826
533	6584	813
534	6596	801
535	6608	789
536	6621	776
537	6633	764
538	6645	752
539	6658	739
540	6670	727
541	6682	715
542	6694	702
543	6706	690
544	6717	677
545	6729	665
546	6742	653
547	6754	640
548	6765	628
549	6777	616
550	6790	603
551	6802	591
552	6815	579
553	6827	566
554	6839	554
555	6851	542
556	6862	529
557	6875	517
558	6888	505
559	6899	492
560	6911	480
561	6923	468
562	6935	455
563	6948	443
564	6960	431
565	6971	418
566	6983	406
567	6995	394
568	7007	381
569	7019	369
570	7031	357
571	7044	344
572	7056	332
573	7068	320
574	7080	307
575	7091	295
576	7102	283
577	7115	270
578	7126	258
579	7138	246
580	7150	233
581	7163	221
582	7175	209
583	7187	196
584	7199	184
585	7212	172
586	7223	159
587	7235	147
588	7248	135
589	7259	123
590	7271	110
591	7283	98
592	7294	86
593	7306	73
594	7318	61
595	7330	49
596	7342	36
597	7354	24
598	7366	12
599	7379	0
